ID,Start time,Completion time,Email,Name,Last modified time,Full Name,E-mail (please enter your Loomis e-mail address),Identifier,Year of Graduation,Room Preference,Matched Roommate's Name,Dorm Preference,One Student,One Student2,One Student3,One Student4,One Student5,One Student6,One Student7,One Student8,Freshman,Sophomore,Junior,Freshman Year,Sophomore Year,Junior Year
62,5/18/23 21:52:44,5/18/23 21:54:44,placeholderemail@internal.loomis.org,czhgtcltfq,,czhgtcltfq,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,xthymbbmeh,Kravis ;Carter ;Harman ;Batchelder;Taylor;Warham;All Gender Housing;,,,,,,,,,Carter,Kravis,Kravis,Double,Single,Single
63,5/18/23 21:50:59,5/18/23 21:55:33,placeholderemail@internal.loomis.org,ebinsfefcs,,ebinsfefcs,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,nvekqbfftf,Warham;Batchelder;Taylor;All Gender Housing;Harman ;Carter ;Kravis ;,nvekqbfftf,zlcfipzqyg,hkjinpfjet,jdalxedsnp,lootmugaao,kuzxyadimh,myhkamlmoo,vblqucknqi,Kravis,Kravis,Kravis,Single,Single,Single
64,5/18/23 21:51:05,5/18/23 21:55:35,placeholderemail@internal.loomis.org,akelyhzvvu,,akelyhzvvu,placeholderemail@loomis.org,Male,2024,Single;Triple;Double;,krgzvwlbcf,Warham;Batchelder;Taylor;All Gender Housing;Kravis ;Harman ;Carter ;,krgzvwlbcf,podvfestsx,gnjpgjpxdr,slychtrdsx,vozcgvsvrv,wwwjqoacpe,,,Carter,Carter,Kravis,Double,Double,Single
65,5/18/23 21:50:48,5/18/23 21:55:42,placeholderemail@internal.loomis.org,rfkygcobiu,,rfkygcobiu,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,qsdxmxlhqf,Batchelder;Taylor;Warham;All Gender Housing;Harman ;Carter ;Kravis ;,abinxvcvtk,hxuqqjiuhp,uyaouceknm,bfkajdwqya,oryckpqqch,becvhzcwxo,vozcgvsvrv,itpiavmkuo,Kravis,Kravis,Kravis,Single,Single,Single
66,5/18/23 21:51:57,5/18/23 21:56:11,placeholderemail@internal.loomis.org,pngssksfdw,,pngssksfdw,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,,Taylor;Batchelder;Kravis ;Warham;Harman ;Carter ;All Gender Housing;,stwhwmjgcq,pmqcvttzrt,dtretsxdwm,viujtibxxn,prmolasqkb,igzuwfrayg,otggohncjd,wdhnimbrec,Harman,Kravis,Taylor,Double,Single,Single
67,5/18/23 21:50:38,5/18/23 21:56:30,placeholderemail@internal.loomis.org,jdalxedsnp,,jdalxedsnp,placeholderemail@loomis.org,Male,2024,Double;Single;Triple;,rvtgqljvjf,Warham;Batchelder;All Gender Housing;Taylor;Harman ;Carter ;Kravis ;,lootmugaao,kuzxyadimh,ebinsfefcs,rvtgqljvjf,nvekqbfftf,eyeexseuwh,lpjrryndrz,ylduxmoeho,Carter,Kravis,Kravis,Double,Double,Single
68,5/18/23 21:50:42,5/18/23 21:56:53,placeholderemail@internal.loomis.org,abinxvcvtk,,abinxvcvtk,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,,Batchelder;Taylor;Kravis ;All Gender Housing;Harman ;Carter ;Warham;,qsdxmxlhqf,bfkajdwqya,rfkygcobiu,nabghmfqlq,uyaouceknm,oryckpqqch,,,Harman,Kravis,Batchelder,Double,Double,
69,5/18/23 21:51:09,5/18/23 21:57:28,placeholderemail@internal.loomis.org,mnykkkrvdw,,mnykkkrvdw,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,,Batchelder;Kravis ;Taylor;Warham;Harman ;Carter ;All Gender Housing;,qxsmoxgdez,dtretsxdwm,rbfpemhowr,czhgtcltfq,xfgejbofwn,nabghmfqlq,vngbwtiyyc,pngssksfdw,Carter,Kravis,Batchelder,Double,Single,Single
70,5/18/23 21:50:52,5/18/23 21:57:38,placeholderemail@internal.loomis.org,nabghmfqlq,,nabghmfqlq,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,bfkajdwqya,Batchelder;Taylor;Kravis ;Harman ;Carter ;Warham;All Gender Housing;,bxapmyekra,appidopska,rbfpemhowr,dtretsxdwm,pnuhxrgnqr,mnykkkrvdw,jgzdkskbbg,oryckpqqch,Harman,Kravis,Batchelder,Double,Double,
71,5/18/23 21:50:43,5/18/23 21:57:43,placeholderemail@internal.loomis.org,ayshzmvonu,,ayshzmvonu,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,,Harman ;Carter ;Kravis ;Taylor;Batchelder;Warham;All Gender Housing;,vrebhriknj,vrebhriknj,vrebhriknj,vrebhriknj,vrebhriknj,vrebhriknj,vrebhriknj,vrebhriknj,Carter,Kravis,Harman,Double,Double,
72,5/18/23 21:51:42,5/18/23 21:57:43,placeholderemail@internal.loomis.org,becvhzcwxo,,becvhzcwxo,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,wcqvmcweiz,Batchelder;Taylor;All Gender Housing;Warham;Carter ;Harman ;Kravis ;,nxxxjqvpdt,nlqqbtwxot,vslmgsjihw,tolnazmkin,ynxwpyyhtn,ygpmwszkuo,rkjkmkbvzt,phfuvttebv,Harman,Harman,Kravis,Double,Single,Single
73,5/18/23 21:52:56,5/18/23 21:57:54,placeholderemail@internal.loomis.org,rbfpemhowr,,rbfpemhowr,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;, ,Batchelder;Taylor;All Gender Housing;Kravis ;Warham;Harman ;Carter ;,stwhwmjgcq,gjbfhumyeh,prmolasqkb,otggohncjd,jllyydygsq,viujtibxxn,evigwndgiw,jlmvpsttah,Harman,Kravis,Harman,Double,Double,
74,5/18/23 21:51:36,5/18/23 21:58:17,placeholderemail@internal.loomis.org,gepayqhywk,,gepayqhywk,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,slyzogdlcn,Batchelder;Taylor;Kravis ;Carter ;Harman ;Warham;All Gender Housing;,slyzogdlcn,uyaouceknm,lmmmanmyip,jklcgislec,lwrocvifhl,ayshzmvonu,jtxjlhfirh,bfkajdwqya,Kravis,Kravis,Batchelder,Double,Double,
75,5/18/23 21:50:44,5/18/23 21:58:23,placeholderemail@internal.loomis.org,phfuvttebv,,phfuvttebv,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,,Harman ;Batchelder;Taylor;Warham;Kravis ;Carter ;All Gender Housing;,,,,,,,,,Harman,Carter,Harman,Double,Double,
76,5/18/23 21:50:44,5/18/23 21:58:30,placeholderemail@internal.loomis.org,oryckpqqch,,oryckpqqch,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,hxuqqjiuhp,Kravis ;Batchelder;Taylor;Warham;Carter ;Harman ;All Gender Housing;,abtpsxbbsd,plmdujvamk,pnuhxrgnqr,bfkajdwqya,abinxvcvtk,mqrxwoweby,qsdxmxlhqf,czhgtcltfq,Kravis,Kravis,Kravis,Single,Single,Single
77,5/18/23 21:52:39,5/18/23 21:58:34,placeholderemail@internal.loomis.org,qxsmoxgdez,,qxsmoxgdez,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,cupzwesnqw,Batchelder;Kravis ;Taylor;Warham;Harman ;Carter ;All Gender Housing;,gwdmdhkhnj,ylduxmoeho,dtretsxdwm,mnykkkrvdw,nabghmfqlq,vngbwtiyyc,czhgtcltfq,xfgejbofwn,Kravis,Kravis,Batchelder,Double,Double,Single
78,5/18/23 21:50:57,5/18/23 21:58:58,placeholderemail@internal.loomis.org,bfkajdwqya,,bfkajdwqya,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,nabghmfqlq,Batchelder;Kravis ;Warham;Taylor;Carter ;Harman ;All Gender Housing;,oryckpqqch,abinxvcvtk,nabghmfqlq,qsdxmxlhqf,jklcgislec,xwfslbdbnv,keebdxafsv,mqrxwoweby,Harman,Kravis,Batchelder,Double,Double,
79,5/18/23 21:50:39,5/18/23 21:59:03,placeholderemail@internal.loomis.org,nvekqbfftf,,nvekqbfftf,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,ebinsfefcs,Warham;Batchelder;Kravis ;Harman ;Carter ;Taylor;All Gender Housing;,ebinsfefcs,lootmugaao,myhkamlmoo,jdalxedsnp,zlcfipzqyg,dsrodjdaly,hkjinpfjet,jdalxedsnp,Kravis,Kravis,Kravis,Single,Single,Single
80,5/18/23 21:50:52,5/18/23 21:59:20,placeholderemail@internal.loomis.org,bxapmyekra,,bxapmyekra,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,zlcfipzqyg,Warham;Batchelder;Taylor;Kravis ;Carter ;Harman ;All Gender Housing;,zlcfipzqyg,nabghmfqlq,rvtgqljvjf,hkjinpfjet,kuzxyadimh,jdalxedsnp,lootmugaao,ebinsfefcs,Kravis,Kravis,Kravis,,,Single
81,5/18/23 21:51:11,5/18/23 21:59:24,placeholderemail@internal.loomis.org,krgzvwlbcf,,krgzvwlbcf,placeholderemail@loomis.org,Male,2024,Single;Triple;Double;,akelyhzvvu,Warham;Batchelder;Taylor;All Gender Housing;Harman ;Carter ;Kravis ;,akelyhzvvu,podvfestsx,gnjpgjpxdr,vozcgvsvrv,nlqqbtwxot,wwwjqoacpe,cpkiibhaig,phvkxcbvvn,Carter,Carter,Kravis,,Double,Single
82,5/18/23 21:56:14,5/18/23 21:59:35,placeholderemail@internal.loomis.org,pzwquisjkz,,pzwquisjkz,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,,Taylor;Batchelder;All Gender Housing;Warham;Harman ;Carter ;Kravis ;,,,,,,,,,Harman,Kravis,AGH,Double,Single,
83,5/18/23 21:51:10,5/18/23 22:00:03,placeholderemail@internal.loomis.org,hkjinpfjet,,hkjinpfjet,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,vblqucknqi,Warham;Batchelder;Taylor;Kravis ;All Gender Housing;Harman ;Carter ;,vblqucknqi,kuzxyadimh,rvtgqljvjf,dsrodjdaly,bjzlgnvzoo,jdalxedsnp,ebinsfefcs,myhkamlmoo,Kravis,Kravis,Kravis,Double,Single,Single
84,5/18/23 21:51:02,5/18/23 22:00:06,placeholderemail@internal.loomis.org,hxuqqjiuhp,,hxuqqjiuhp,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,oryckpqqch,Harman ;Warham;All Gender Housing;Carter ;Taylor;Batchelder;Kravis ;,ikwlbxtycw,cevfqvxyey,cqavnitzeg,wpqvnimolp,zrkgmzkmuv,phfuvttebv,ayshzmvonu,uyaouceknm,Harman,Kravis,Harman,Double,Double,
85,5/18/23 21:50:48,5/18/23 22:00:29,placeholderemail@internal.loomis.org,slyzogdlcn,,slyzogdlcn,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,gepayqhywk,Batchelder;Taylor;Kravis ;All Gender Housing;Harman ;Carter ;Warham;,obxkcxxuxd,izhtjplkwy,lmmmanmyip,uyaouceknm,ayshzmvonu,jtxjlhfirh,mwncqojjdx,xthymbbmeh,Carter,Kravis,Batchelder,Double,Double,
86,5/18/23 21:57:24,5/18/23 22:00:29,placeholderemail@internal.loomis.org,ylduxmoeho,,ylduxmoeho,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,ebinsfefcs,Warham;Batchelder;Taylor;Carter ;Kravis ;Harman ;All Gender Housing;,ebinsfefcs,nvekqbfftf,zlcfipzqyg,hkjinpfjet,lootmugaao,jdalxedsnp,lpjrryndrz,myhkamlmoo,Kravis,Carter,Kravis,Single,Single,Single
87,5/18/23 21:50:42,5/18/23 22:00:44,placeholderemail@internal.loomis.org,xthymbbmeh,,eexvccikcc,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,,Carter ;Batchelder;Taylor;All Gender Housing;Harman ;Kravis ;Warham;,,,,,,,,,Kravis,Kravis,Carter,Double,Single,
88,5/18/23 21:53:31,5/18/23 22:00:46,placeholderemail@internal.loomis.org,rvtgqljvjf,,rvtgqljvjf,placeholderemail@loomis.org,Male,2024,Double;Single;Triple;,jdalxedsnp,Warham;Batchelder;Taylor;Kravis ;Carter ;Harman ;All Gender Housing;,jdalxedsnp,lootmugaao,hkjinpfjet,ebinsfefcs,nvekqbfftf,zlcfipzqyg,eyeexseuwh,kuzxyadimh,Kravis,Kravis,Kravis,,,Single
89,5/18/23 21:50:41,5/18/23 22:01:01,placeholderemail@internal.loomis.org,rkjkmkbvzt,,rkjkmkbvzt,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,gepayqhywk,Batchelder;Taylor;All Gender Housing;Kravis ;Harman ;Carter ;Warham;,hxuqqjiuhp,oryckpqqch,abinxvcvtk,becvhzcwxo,wexhxdnqpn,gepayqhywk,lwrocvifhl,bfkajdwqya,Harman,Kravis,Batchelder,Double,Double,
90,5/18/23 21:51:30,5/18/23 22:01:08,placeholderemail@internal.loomis.org,lootmugaao,,lootmugaao,placeholderemail@loomis.org,Male,2024,Double;Single;Triple;,kuzxyadimh,Warham;Batchelder;All Gender Housing;Taylor;Harman ;Carter ;Kravis ;,ylduxmoeho,jdalxedsnp,lpjrryndrz,nvekqbfftf,ebinsfefcs,rvtgqljvjf,yymfmnsqcf,bxapmyekra,Kravis,Kravis,Kravis,,Double,Double
91,5/18/23 21:51:13,5/18/23 22:01:30,placeholderemail@internal.loomis.org,vozcgvsvrv,,vozcgvsvrv,placeholderemail@loomis.org,Male,2024,Single;Triple;Double;,itpiavmkuo,Batchelder;Warham;Taylor;All Gender Housing;Harman ;Carter ;Kravis ;,itpiavmkuo,wwwjqoacpe,cpkiibhaig,akelyhzvvu,krgzvwlbcf,olskgkzbbr,vzfihfkmzs,ruvlqaiwxa,Carter,Carter,Kravis,Double,Double,Single
92,5/18/23 21:50:40,5/18/23 22:01:36,placeholderemail@internal.loomis.org,uyaouceknm,,uyaouceknm,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,lmmmanmyip,Batchelder;Taylor;Kravis ;All Gender Housing;Harman ;Warham;Carter ;,slyzogdlcn,gepayqhywk,qsdxmxlhqf,oryckpqqch,jklcgislec,pclgyiyenf,bfkajdwqya,abinxvcvtk,Kravis,Kravis,Batchelder,Double,Double,
93,5/17/23 20:51:57,5/18/23 22:01:43,placeholderemail@internal.loomis.org,zlcfipzqyg,,zlcfipzqyg,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,ebinsfefcs,Warham;Batchelder;Taylor;Harman ;Carter ;Kravis ;All Gender Housing;,lootmugaao,ebinsfefcs,dsrodjdaly,vblqucknqi,kuzxyadimh,rvtgqljvjf,myhkamlmoo,bxapmyekra,Kravis,Kravis,Kravis,,Single,Single
94,5/18/23 21:50:56,5/18/23 22:02:00,placeholderemail@internal.loomis.org,xfgejbofwn,,xfgejbofwn,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,,Kravis ;Batchelder;Taylor;Harman ;Carter ;Warham;All Gender Housing;,pnuhxrgnqr,qxsmoxgdez,djjkjscixr,dtretsxdwm,yactfvtlhi,mwncqojjdx,mqrxwoweby,odwbmtcjdu,Carter,Kravis,Kravis,Double,Single,Single
95,5/18/23 21:50:58,5/18/23 22:03:58,placeholderemail@internal.loomis.org,appidopska,,appidopska,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,xfgejbofwn,Batchelder;Taylor;Kravis ;Carter ;Harman ;Warham;All Gender Housing;,nabghmfqlq,dtretsxdwm,vngbwtiyyc,oryckpqqch,pnuhxrgnqr,xwfslbdbnv,,,Carter,Kravis,Carter,Double,Single,
96,5/18/23 21:51:08,5/18/23 22:07:49,placeholderemail@internal.loomis.org,lmmmanmyip,,lmmmanmyip,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,uyaouceknm,Batchelder;Taylor;Kravis ;Harman ;Carter ;All Gender Housing;Warham;,slyzogdlcn,gepayqhywk,uyaouceknm,lwrocvifhl,obxkcxxuxd,jklcgislec,jtxjlhfirh,izhtjplkwy,Kravis,Kravis,Batchelder,Double,Double,
97,5/18/23 21:50:44,5/18/23 22:10:40,placeholderemail@internal.loomis.org,lwrocvifhl,,lwrocvifhl,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,phfuvttebv,Batchelder;Taylor;All Gender Housing;Warham;Carter ;Kravis ;Harman ;,jklcgislec,nlqqbtwxot,lmmmanmyip,gepayqhywk,slyzogdlcn,phvkxcbvvn,pclgyiyenf,phfuvttebv,Carter,Kravis,Batchelder,Double,Double,
98,5/18/23 22:00:11,5/18/23 22:11:33,placeholderemail@internal.loomis.org,vngbwtiyyc,,vngbwtiyyc,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,viujtibxxn,Batchelder;Taylor;Warham;All Gender Housing;Kravis ;Harman ;Carter ;,dtretsxdwm,viujtibxxn,rbfpemhowr,otggohncjd,oryckpqqch,ylduxmoeho,uyaouceknm,appidopska,Kravis,Kravis,Batchelder,Double,Double,Single
99,5/18/23 21:50:44,5/18/23 22:12:34,placeholderemail@internal.loomis.org,dtretsxdwm,,dtretsxdwm,placeholderemail@loomis.org,Male,2025,Single;Triple;Double;,appidopska,Batchelder;Taylor;Kravis ;Warham;All Gender Housing;Carter ;Harman ;,appidopska,vngbwtiyyc,rbfpemhowr,nabghmfqlq,viujtibxxn,nabghmfqlq,uyaouceknm,,Kravis,Kravis,Batchelder,Single,Double,
100,5/18/23 22:01:43,5/18/23 22:14:16,placeholderemail@internal.loomis.org,vylkcgkkfd,,vylkcgkkfd,placeholderemail@loomis.org,Non-Binary,2025,Single;Double;Triple;,,All Gender Housing;Batchelder;Taylor;Warham;Carter ;Harman ;Kravis ;,tolnazmkin,pmmlwckvaz,snyuzrcqpi,nrkqulloar,crupklwozz,bgigskwdsi,fplqtacsnn,wxlcsueepe,AGH,AGH,AGH,,Single,
101,5/18/23 22:04:02,5/18/23 22:19:48,placeholderemail@internal.loomis.org,bfcalmegxu,,bfcalmegxu,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,nxxxjqvpdt,Batchelder;Warham;All Gender Housing;Taylor;Harman ;Carter ;Kravis ;,nxxxjqvpdt,evigwndgiw,olskgkzbbr,gjbfhumyeh,appidopska,viujtibxxn,,,AGH,AGH,AGH,Single,Single,
102,5/18/23 22:15:20,5/18/23 22:20:01,placeholderemail@internal.loomis.org,myhkamlmoo,,myhkamlmoo,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,ebinsfefcs,Warham;Batchelder;Taylor;Harman ;Carter ;Kravis ;All Gender Housing;,hkjinpfjet,zlcfipzqyg,ebinsfefcs,nvekqbfftf,lootmugaao,vblqucknqi,,,Batchelder,Batchelder,Batchelder,,,Single
103,5/18/23 22:19:29,5/18/23 22:30:42,placeholderemail@internal.loomis.org,tolnazmkin,,tolnazmkin,placeholderemail@loomis.org,Self-Identify,2025,Single;Double;Triple;,,All Gender Housing;Batchelder;Taylor;Warham;Harman ;Carter ;Kravis ;,blkiyukzhl,txnwmmnvdy,cwxlilqmtq,pmmlwckvaz,xbjmkdlsup,sodfodpydi,fplqtacsnn,wafgqrjmjz,AGH,AGH,AGH,Single,Single,
104,5/18/23 22:26:58,5/18/23 22:34:37,placeholderemail@internal.loomis.org,sbakgdqqvm,,vslmgsjihw,placeholderemail@loomis.org,Male,2024,Triple;Single;Double;,nlqqbtwxot,Taylor;Batchelder;Warham;All Gender Housing;Harman ;Carter ;Kravis ;,yandbxlnsb,ynxwpyyhtn,bitvnjcawr,gnjpgjpxdr,cvlmwxxeaj,joaxuqofow,ygpmwszkuo,becvhzcwxo,Carter,Carter,Taylor,Double,Double,Double
105,5/19/23 0:17:39,5/19/23 0:18:25,placeholderemail@internal.loomis.org,slychtrdsx,,slychtrdsx,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,akelyhzvvu,Warham;All Gender Housing;Batchelder;Taylor;Kravis ;Harman ;Carter ;,akelyhzvvu,podvfestsx,vozcgvsvrv,bcfxrtpylu,kuzxyadimh,dsrodjdaly,fclicpkemb,krgzvwlbcf,Kravis,Kravis,Harman,Double,Single,Double
106,5/19/23 1:15:53,5/19/23 1:20:22,placeholderemail@internal.loomis.org,jgzdkskbbg,,jgzdkskbbg,placeholderemail@loomis.org,Male,2025,Single;Double;Triple;,zrkgmzkmuv,Harman ;Batchelder;Warham;Taylor;Carter ;Kravis ;All Gender Housing;,cevfqvxyey,qzmqtaktyu,cymbwjfhce,ikwlbxtycw,zqtezjmxqb,mcvwmjrxnk,,,Harman,Harman,Harman,,Single,
107,5/19/23 11:00:31,5/19/23 11:07:04,placeholderemail@internal.loomis.org,olskgkzbbr,,olskgkzbbr,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,mlxwqdyepo,Batchelder;All Gender Housing;Warham;Taylor;Harman ;Carter ;Kravis ;,gwdmdhkhnj,cupzwesnqw,ewntpfzyba,szyefwevnp,nxxxjqvpdt,rvtgqljvjf,,,Kravis,Kravis,Harman,,Double,Single
108,5/22/23 15:31:02,5/22/23 15:37:13,placeholderemail@internal.loomis.org,lxnvdvufqj,,lxnvdvufqj,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,ghtktpttzi,Batchelder;Warham;Taylor;Harman ;Carter ;Kravis ;All Gender Housing;,vyogibmdnb,hxeyhpdjhd,qsdxmxlhqf,snccwestlt,aiyuxwopbd,aeihihgcsk,aeihihgcsk,vfsjrrpblb,Harman,Harman,Batchelder,Double,Double,Double
109,5/22/23 16:00:04,5/22/23 16:01:53,placeholderemail@internal.loomis.org,snccwestlt,,ghtktpttzi,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,lxnvdvufqj,Batchelder;Warham;Taylor;Harman ;Carter ;Kravis ;All Gender Housing;,lxnvdvufqj,abinxvcvtk,nabghmfqlq,vyogibmdnb,wexhxdnqpn,slychtrdsx,appidopska,hxeyhpdjhd,AGH,Harman,Batchelder,,Single,Double
110,5/22/23 16:18:28,5/22/23 16:20:58,placeholderemail@internal.loomis.org,,,vfsjrrpblb,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,wdhnimbrec,Warham;Batchelder;Taylor;All Gender Housing;Harman ;Carter ;Kravis ;,ftdnmdphal,ygpmwszkuo,vyogibmdnb,bcfxrtpylu,itpiavmkuo,cpkiibhaig,,,Carter,Carter,Harman,Double,Double,Single
111,5/23/23 9:29:40,5/23/23 9:34:16,placeholderemail@internal.loomis.org,wwwjqoacpe,,wwwjqoacpe,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,itpiavmkuo,Carter ;Warham;Taylor;Harman ;Batchelder;Kravis ;All Gender Housing;,itpiavmkuo,vozcgvsvrv,krgzvwlbcf,akelyhzvvu,cpkiibhaig,pclgyiyenf,,,Harman,Carter,Batchelder,Double,Double,Double
112,5/24/23 0:14:26,5/24/23 0:21:37,placeholderemail@internal.loomis.org,aiyuxwopbd,,aiyuxwopbd,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,eyeexseuwh,Warham;Batchelder;Taylor;Harman ;Kravis ;Carter ;All Gender Housing;,myhkamlmoo,eyeexseuwh,hkjinpfjet,ebinsfefcs,yymfmnsqcf,jdalxedsnp,zjlzfcoukk,vzfihfkmzs,Carter,Carter,Batchelder,,Double,Double
113,5/26/23 12:00:18,5/26/23 12:05:44,placeholderemail@internal.loomis.org,cvlmwxxeaj,,cvlmwxxeaj,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,,Taylor;Batchelder;All Gender Housing;Warham;Harman ;Carter ;Kravis ;,cpkiibhaig,gnjpgjpxdr,jklcgislec,krgzvwlbcf,podvfestsx,rkjkmkbvzt,,,Harman,Harman,Taylor,Double,Single,Double
114,5/27/23 17:19:30,5/27/23 17:26:18,placeholderemail@internal.loomis.org,nxxxjqvpdt,,nxxxjqvpdt,placeholderemail@loomis.org,Male,2024,Double;Triple;Single;,bfcalmegxu,Batchelder;Taylor;All Gender Housing;Warham;Harman ;Carter ;Kravis ;,becvhzcwxo,iejcyudpnr,olskgkzbbr,,,,,,Harman,Harman,Harman,Single,Single,Single
115,5/29/23 10:13:20,5/29/23 10:25:18,placeholderemail@internal.loomis.org,sinxcnwkws,,sinxcnwkws,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,eyeexseuwh,Warham;Batchelder;Taylor;All Gender Housing;Harman ;Carter ;Kravis ;,podvfestsx,mwncqojjdx,eyeexseuwh,,,,,,Harman,Carter,Warham,Double,Single,Single
116,5/24/23 21:48:42,5/30/23 9:05:24,placeholderemail@internal.loomis.org,mizokvpyok,,mizokvpyok,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,ycqtqfotsy,Warham;All Gender Housing;Taylor;Batchelder;Harman ;Carter ;Kravis ;,hxeyhpdjhd,myhkamlmoo,vyogibmdnb,ftdnmdphal,slychtrdsx,eyeexseuwh,,,Harman,Harman,Warham,,Double,Double
117,5/30/23 22:09:58,5/30/23 22:27:33,placeholderemail@internal.loomis.org,cjrtnelnvy,,cjrtnelnvy,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,cvlmwxxeaj,Taylor;Batchelder;Warham;Kravis ;Carter ;Harman ;All Gender Housing;,jklcgislec,nlqqbtwxot,pclgyiyenf,vslmgsjihw,cvlmwxxeaj,krgzvwlbcf,cpkiibhaig,,Harman,Harman,Taylor,,Single,Double
118,5/31/23 12:23:56,5/31/23 12:37:15,placeholderemail@internal.loomis.org,ewntpfzyba,,ewntpfzyba,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,olskgkzbbr,Batchelder;Warham;Taylor;Kravis ;Harman ;Carter ;All Gender Housing;,olskgkzbbr,rvtgqljvjf,dsrodjdaly,uttuuhzkaa,wzsinzeekq,cupzwesnqw,gwdmdhkhnj,cnxthrrrox,Carter,Kravis,Taylor,Double,Single,Single
119,5/31/23 12:49:10,5/31/23 12:54:02,placeholderemail@internal.loomis.org,joaxuqofow,,irexrursvb,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,,Taylor;Batchelder;Warham;Carter ;Harman ;Kravis ;All Gender Housing;,nlqqbtwxot,yandbxlnsb,bitvnjcawr,krgzvwlbcf,vjlxftlrtv,vslmgsjihw,,,Carter,Carter,Taylor,Double,Double,Single
120,5/31/23 13:04:15,5/31/23 13:10:56,placeholderemail@internal.loomis.org,dsrodjdaly,,dsrodjdaly,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,uttuuhzkaa,Warham;Batchelder;All Gender Housing;Kravis ;Taylor;Harman ;Carter ;,hkjinpfjet,oogckdxsuo,zlcfipzqyg,nvekqbfftf,ebinsfefcs,ylduxmoeho,kuzxyadimh,fclicpkemb,Kravis,Kravis,Taylor,Single,Single,Double
121,5/31/23 18:59:20,5/31/23 19:36:35,placeholderemail@internal.loomis.org,eyeexseuwh,,eyeexseuwh,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,aiyuxwopbd,Warham;Batchelder;Taylor;Harman ;Carter ;Kravis ;All Gender Housing;,aiyuxwopbd,hkjinpfjet,zlcfipzqyg,lootmugaao,kuzxyadimh,vblqucknqi,ylduxmoeho,yymfmnsqcf,Harman,Harman,Warham,Double,Double,Single
122,5/31/23 22:20:54,5/31/23 22:27:35,placeholderemail@internal.loomis.org,uttuuhzkaa,,uttuuhzkaa,placeholderemail@loomis.org,Male,2024,Single;Double;Triple;,eyeexseuwh,Warham;Batchelder;Taylor;All Gender Housing;Harman ;Carter ;Kravis ;,dsrodjdaly,eyeexseuwh,hkjinpfjet,ycqtqfotsy,zlcfipzqyg,otggohncjd,olskgkzbbr,ewntpfzyba,Carter,Carter,Warham,Double,Double,Single
1,5/16/23 20:11,5/16/23 20:22,placeholderemail@internal.loomis.org,tjdzacilcs,,tjdzacilcs,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,wbhiwfljhz,Kravis;Harman;All Gender Housing;Carter;,izhtjplkwy,hqgbticsho,rdoqxnynym,dckauzivyd,jtxjlhfirh,ingzdagbfq, ,,Carter,,,Double,,
